experiment,instance_id,cost,summary_cost,has_summary,summary_count,turn_count,mean_reasoning_tokens,mean_completion_tokens,mean_prompt_tokens,outcome,strategy,scaffold
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-7229,0.5206,0.0,False,0,103,2,212,13701,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-6721,1.7433,0.0,False,0,248,2,353,18184,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12858,0.9397,0.0,False,0,249,3,100,10335,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13512,1.4623,0.0,False,0,248,10,104,17404,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15561,2.175,0.0,False,0,249,1,249,25616,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-23413,2.028,0.0,False,0,243,27,506,22167,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-7454,1.8832,0.0,False,0,245,1,415,20545,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-20488,2.4228,0.0,False,0,250,1,326,28096,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-12965,2.0138,0.0,False,0,247,4,343,22636,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13513,1.7554,0.0,False,0,246,3,143,21093,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-13328,0.4041,0.0,False,0,51,35,349,21477,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13012,1.1606,0.0,False,0,249,7,144,12896,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-9258,2.2707,0.0,False,0,249,2,322,26335,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-7910,0.1086,0.0,False,0,17,111,164,19225,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,psf__requests-1921,0.1339,0.0,False,0,19,45,212,20698,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11138,0.2381,0.0,False,0,36,41,369,17798,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16631,1.6899,0.0,False,0,250,7,419,17519,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-8595,1.8073,0.0,False,0,250,5,237,20708,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-15017,0.1433,0.0,False,0,28,35,186,14628,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-10614,2.16,0.0,False,0,230,32,870,22366,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-24213,2.3706,0.0,False,0,248,2,515,25308,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14855,1.1847,0.0,False,0,240,2,249,12683,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-10844,0.1121,0.0,False,0,17,41,180,17876,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-14087,3.5267,0.0,False,0,248,3,487,37928,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-22719,0.2663,0.0,False,0,39,37,256,18725,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-24149,1.2335,0.0,False,0,246,3,155,13864,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16662,0.0535,0.0,False,0,9,98,295,17349,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-13779,0.094,0.0,False,0,9,140,318,29002,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-12489,1.8829,0.0,False,0,250,9,219,21662,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pylint-dev__pylint-6528,1.8646,0.0,False,0,250,2,206,21700,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13406,2.1095,0.0,False,0,250,6,390,23342,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-4629,0.0671,0.0,False,0,14,66,165,13167,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13551,0.2453,0.0,False,0,62,36,87,11235,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-17655,1.4315,0.0,False,0,218,10,227,18475,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13297,0.2649,0.0,False,0,49,0,268,13413,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,psf__requests-1724,0.0905,0.0,False,0,13,84,312,19421,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pytest-dev__pytest-10356,1.2279,0.0,False,0,250,2,302,12239,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,psf__requests-2317,1.3176,0.0,False,0,250,20,262,13950,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-12973,2.1443,0.0,False,0,250,10,323,24468,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11885,1.5689,0.0,False,0,244,2,413,16556,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-24177,1.9299,0.0,False,0,250,4,384,20285,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-15345,2.0284,0.0,False,0,250,2,308,22937,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14238,1.1159,0.0,False,0,250,4,181,11808,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-3095,0.9257,0.0,False,0,241,2,155,9967,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15380,1.3828,0.0,False,0,221,143,287,16784,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15103,0.9899,0.0,False,0,246,4,110,11105,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14349,1.3994,0.0,False,0,239,4,365,14870,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-10973,2.2053,0.0,False,0,250,34,119,27031,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-23476,0.2298,0.0,False,0,38,30,521,14665,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-12585,0.1195,0.0,False,0,20,32,215,17302,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-10449,0.9337,0.0,False,0,109,5,239,25164,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-7440,1.3169,0.0,False,0,248,2,137,14954,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-21847,1.5067,0.0,False,0,250,3,165,17300,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15037,1.3804,0.0,False,0,239,3,191,16240,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16263,1.5357,0.0,False,0,250,3,220,17223,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16560,1.7629,0.0,False,0,249,2,480,18189,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-23824,0.1445,0.0,False,0,15,14,236,28975,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-13496,0.2497,0.0,False,0,42,20,253,16687,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-8056,0.6307,0.0,False,0,89,5,220,20497,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14140,1.6846,0.0,False,0,242,5,221,19941,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-22714,2.6735,0.0,False,0,249,5,443,30628,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-14369,0.2314,0.0,False,0,27,36,368,23820,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11276,0.7394,0.0,False,0,93,7,389,20022,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15572,0.2605,0.0,False,0,58,14,205,11792,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14787,0.1052,0.0,False,0,15,120,346,20010,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-14531,1.7659,0.0,False,0,250,7,271,19866,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15863,0.1849,0.0,False,0,32,28,140,17159,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13516,0.8659,0.0,False,0,249,4,136,9005,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-14434,1.1929,0.0,False,0,241,3,224,13255,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-20826,1.7517,0.0,False,0,247,2,526,17560,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pytest-dev__pytest-6202,1.3998,0.0,False,0,250,3,169,15581,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-13031,1.5665,0.0,False,0,250,13,126,18269,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11299,0.9571,0.0,False,0,242,8,122,10660,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-26323,1.2145,0.0,False,0,237,3,308,12714,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-13878,1.4279,0.0,False,0,249,2,143,16051,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-19495,0.1594,0.0,False,0,32,63,294,13118,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,psf__requests-1142,0.3552,0.0,False,0,57,12,236,17631,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15851,0.0713,0.0,False,0,19,56,155,10557,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pytest-dev__pytest-6197,1.8677,0.0,False,0,249,8,443,19755,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-24443,0.2093,0.0,False,0,19,14,553,28057,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16315,1.6397,0.0,False,0,250,2,281,18111,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13568,1.827,0.0,False,0,243,3,341,20720,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-20154,2.2808,0.0,False,0,250,2,284,26602,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13033,1.4443,0.0,False,0,245,2,266,15715,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-10435,1.1061,0.0,False,0,250,3,199,11492,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13158,1.8139,0.0,False,0,250,6,528,18292,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16100,2.1256,0.0,False,0,246,2,332,24494,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-9229,0.1569,0.0,False,0,14,54,461,33085,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,astropy__astropy-13453,0.9243,0.0,False,0,138,7,203,18753,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-12419,1.376,0.0,False,0,178,1,600,19306,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-13372,1.8959,0.0,False,0,249,2,166,22528,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-8035,1.6636,0.0,False,0,249,2,322,18070,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-11815,0.1211,0.0,False,0,21,36,228,16559,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-8548,1.7932,0.0,False,0,250,5,267,20274,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-25931,1.5251,0.0,False,0,250,17,429,15216,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-24066,1.5165,0.0,False,0,250,1,197,17079,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-10323,1.5481,0.0,False,0,250,8,263,16934,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-9673,1.1942,0.0,False,0,250,3,149,13194,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-4966,0.3239,0.0,False,0,63,9,288,13424,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,scikit-learn__scikit-learn-15100,0.0971,0.0,False,0,17,37,157,17139,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-24637,0.6974,0.0,False,0,98,12,272,20169,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15987,0.2468,0.0,False,0,35,23,181,19881,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pydata__xarray-4687,1.6201,0.0,False,0,250,1,382,16577,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-13121,0.7391,0.0,False,0,132,0,246,14894,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-13798,2.0551,0.0,False,0,249,7,150,24791,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-21930,1.1303,0.0,False,0,250,6,171,12123,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16595,0.141,0.0,False,0,17,33,265,24910,1,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16642,1.8376,0.0,False,0,250,2,343,20267,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,pylint-dev__pylint-4661,2.7927,0.0,False,0,206,4,119,42798,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-16502,2.2813,0.0,False,0,249,4,599,23922,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sympy__sympy-23950,2.0348,0.0,False,0,250,5,321,23015,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,django__django-15525,0.8719,0.0,False,0,65,42,1510,30838,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,matplotlib__matplotlib-23412,0.2934,0.0,False,0,72,8,78,11682,0,Observation Masking,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-observation_masking-observation_masking_for_eval-run_1,sphinx-doc__sphinx-9281,1.8871,0.0,False,0,249,1,268,21581,0,Observation Masking,openhands
